companyName,reviewBody,datePublished,ratingValue
Clever Real Estate,Saved a lot in commissions! We had a very good experience overall!  Would recommend.,2021-07-12,5
Clever Real Estate,Our agent Deanna with berthshire Hathaway was great. She answered any questions we had. She did great advertising and had great advice.,2021-07-12,5
Clever Real Estate,"My husband and I were totally satisfied with,Clever Real Estate. Karen Hungate was our agent, she went above and beyond to sell our place, as well as guided us from beginning until the end when it sold, and even after it sold. We recommend her highly. Thank You, Mr. Mrs Raymond Mora.",2021-07-12,5
Clever Real Estate,Clever Real Estate saved us money and provided us with a top notch sellers agent Gina Casner!,2021-07-10,5
Clever Real Estate,"It was a pleasure to work with JC, our agent. I saved a bundle but didn't miss out on the personalized service. I would definitely use this service again for future real estate needs. Reza RahmanAllen, TX",2021-07-08,5
Clever Real Estate,"Julie, was very helpful. Always there to answer my questions and help when I didn't understand what was going on. As this was my first time selling a house she was a lot of help.",2021-07-08,5
Clever Real Estate,"Clever was great. The agent they had represent me, Earnie Dill was great! Could not have asked for more. Straight forward super smooth transaction. Thank you Clever. Thank you Earnie. And my bank account thanks you for saving me thousands!!!!",2021-07-07,5
Clever Real Estate,This was our first time using your service we absolutely loved Laura Fischer who was assigned to us she was awesome everything went smooth professional friendly she did just an awesome job we’re very happy we got assigned to Laura.,2021-07-07,5
Clever Real Estate,Was easy working with Scott Carrier and entire process as well as saving money a win-win.,2021-07-07,5
Clever Real Estate,Cheri was Awesome from the start and made selling in the Villages a breeze!,2021-07-07,5
Clever Real Estate,I can't say enough good things about Mike Warren.  He was extremely knowledgeable about every question that came up throughout the entire process.  He has very good follow up as he was communicating with me every step of the way.  I felt I was in good hands.,2021-07-07,5
Clever Real Estate,"The 1% fixed agent fee was great. However that's it. Clever didn't put much guardrails around agent and the collaboration was a bit ""wild"" and I had to direct the sell to a direction that was going to work.",2021-07-07,3
Clever Real Estate,"Katy was responsive and knowledgeable.  She provided expert guidance on getting my home ready for sale and navigating received offers.  It was a smooth, positive selling experience.",2021-07-07,5
Clever Real Estate,"Crystal was very thorough and professional. She stayed on top of the process the entire time. I would use her again in a heartbeat! Thank you, Crystal and Clever.",2021-07-06,5
Clever Real Estate,We had an amazing experience with our agent! She was thorough and had just the right level of assertiveness.,2021-07-06,5
Clever Real Estate,We will be recommending Clever to everyone we know!,2021-07-06,5
Clever Real Estate,"The entire process was very smooth from start to finish, plus we saved several thousand dollars in real estate commissions-without compromising any of the  benefits of a higher percentage listing. We were given the opportunity to interview and choose between two different real estate agents in our area. Our agent Sharon Ross did a fantastic job for us! No regrets!",2021-07-06,5
Clever Real Estate,"Mike was great, in constant contact with us and helping us thru all of the different steps.",2021-07-06,5
Clever Real Estate,"Clever says all Clever Partner Agents have agreed to provide 100% full service and support for a flat $3000 listing fee or just 1% for homes over $350,000. This is not true, the agent recommended to me by Clever from the Woodlands, Tx told me I would have to pay $150 for photos and $350 for transaction coordinator.",2021-07-06,1
Clever Real Estate,"Robert was great! He was professional, personable. I felt like I made friend with him.",2021-07-06,5
Clever Real Estate,"Clever Real Estate put us in contact with two great full service agents. We liked them both, but we picked one and we listed the house on Saturday, had showing on Sunday, and had contract on Monday. Price was above any other houses in this neighborhood. Closed sale in 3 weeks. Everything went like clockwork.",2021-07-05,5
Clever Real Estate,"We had Clever real estate professionals on both ends of selling our old home and buying our new one.Both were aces from start to finish. I highly recommend both Marilyn Kinnamon in Colorado and Tara Savage in Charlottesville, Virginia.Saved enough to pay for our move from Colorado to Virginia!",2021-07-05,5
Clever Real Estate,Had a great experience. Saved a lot of money. How can you ask for more?,2021-07-05,5
Clever Real Estate,"We had an amazing experience using Clever to sell our home! Clever connected us with our realtor, Momo, who was knowledgeable and professional! She helped us to sell our home for well over asking price, which was already higher than other realtors had quoted us previously. We got top-notch service on a budget that worked with our needs! I will never sell a home without using Clever again!",2021-07-05,5
Clever Real Estate,,2021-07-04,5
Clever Real Estate,Quick referral. Fast sale. Less cost than standard commission rates. Would seek this referral service again!,2021-07-03,5
Clever Real Estate,"A few months ago we planned to move to a new house and sell our old house at Fairfax, VA afterwards. Since the market has been favorable to sellers, we didn't expect to need a lot of help from a listing realtor. So we found the low-commission option of Clever Real Estate. We received two responses, and selected the more experienced realtor Mr. Jonathan Granlund from REAL Broker, LLC. He did what we really needed within the low-commission limitation very professionally, and sold our house in one and half months (closed). We strongly recommend Clever Real Estate, and Mr. Granlund either via Clever or directly.",2021-07-02,5
Clever Real Estate,,2021-07-01,1
Clever Real Estate,,2021-07-01,5
Clever Real Estate,"I had the best real estate agent !  Stephen Skinner was very sharp, personable, and knowledgeable.  I really appreciated his ability to negotiate the best possible deal with the offers.  He communicated well throughout the process.  If there was a problem he tried to get out ahead of it and let me know what was going on.  A++!",2021-07-01,5
Clever Real Estate,"The first two agents Clever Real Estate connected with us were not very familiar with our immediate area, but Clever responded to our concern immediately and efficiently  It only took an email, and they referred us to an expert local agent, Juan Umanzor, who could not have been better. Keeping our interest in mind, he adviced us every step of the way, resulting in selling our home super fast at an unexpectedly good price, and also saved for us significantly by accepting a reduced commission. We don't think we could have found such an excellent agent on our own. Going with Clever was the best choice all around. Thank you!",2021-07-01,5
Clever Real Estate,"The entire process was super easy from beginning to end, and the agent we worked with was very knowledgeable. We had the house listed and sold within 48 hours.",2021-07-01,5
Clever Real Estate,"I figured we’d try this out, and we had a good experience. We saved a ton, and didn't really alter out sales experience. Its too good to be true.",2021-06-30,5
Clever Real Estate,"Very responsive team, who provides you with quick options of real estate agents in your area.  A great service for finding agents to sell your home.",2021-06-30,5
Clever Real Estate,,2021-06-29,5
Clever Real Estate,"I was planning to downsize by selling my 4br house and buying a 2br townhouse and I wanted to save money on the agent's fees while trying to get a rebate on my home buying. I did some research online and found a few websites that offered what I was looking for. After doing further comparisons, I decided to go with Clever Real Estate since they offered the lowest agent's fees and at the same time they give a rebate on a home purchase.I was given a few agent names to choose from. From there I did my further research to find the ideal agent that can work with me to look for new homes and to sell my house. I then contacted the agent and we started to look for houses that I found online. After a couple of weeks, I finally found a nice townhouse and decided to buy it. After the contract was signed, we started to put our house for sale. There were a lot of showings within a week and we received a full price offer only after 7 days in the market. We finally closed on June 1 2021 and within a month I received a rebate check from Clever. I'm really happy with the whole process because I saved a lot of money on the agent's fees plus I also received a rebate on my new home purchase. I would recommend Clever to anybody who wants to save money selling their house as well as getting a cash back from buying a house.",2021-06-29,5
Clever Real Estate,Dave was extremely helpful and was very courteous and patient with me. The whole process was smooth and painless. And most importantly it happened very fast. Thank you Dave I’m sure you will sell many many more homes.,2021-06-28,5
Clever Real Estate,was a great experience. would not hesitate to do again  ty,2021-06-28,5
Clever Real Estate,"We highly recommend using Jason King to sell your house. With the current market we tried to sell without an agent, and became frustrated and ran out of time as we were ready to close on our new home out of state. After meeting & interviewing several agents, the night before we left town we called Jason to sell our house. He picked up the key from a neighbor the next morning, took pictures called us and we discussed several things and in less than 48 hours the house was listed and being shown. There were numerous showings and within 2 weeks we had 2 offers. Jason was extremely knowledgeable and patient in his explanations & recommendations during the negotiations and if we did not want to do what recommended he accepted our position.  He kept us informed throughout the due diligence process and the period before closing. He was there for a very entertaining closing. All went well! Having dealt with other realtors, I would never mention their names again or recommend them; however Jason is professional and top notch.  I have referred friends and neighbors to him and you should use him to sell your home!",2021-06-28,5
Clever Real Estate,"Jenny proved to be our ""amazing realtor"", always ready to help, always there to take a call or text. One of the most pleasent personalities and pretty smiles a realtor could own. She also sold our home for a whopping $50,000 more than listing in less than a day! Thank you Jenny!!!! To all those looking for an amazing realtor in N.Va to buy or sell a home..give Jenny a call...she will pick up the phone and who knows, if your lucky choose to be your ""Amazing Realtor"" with a kind smile. Thank you Jenny",2021-06-26,5
Clever Real Estate,"one of the best experienced realty company we have ever had. we have bought and sold five homes in our lifetime so far, this was as efficient as you could ask for in a realty company. What great people who work for this company and who care about you and the stress you may or may not go through. They are with you all the way. Consider this company when you are dealing with real estate. All our best,wayne jones. joe saccente",2021-06-25,5
Clever Real Estate,Excellent option to sell your house. Our realtor was very engaged and obviously saved us some money from going the traditional route,2021-06-25,5
Clever Real Estate,"We are so thankful that Clever was an option for us in selling our home. The process was surprisingly simple, and the results exceeded our expectations. We were connected with an exceptionally knowledgeable, experienced, and top-rated real estate professional. She was not only friendly and easy to with with, but also extremely timely, efficient, and focused on meeting our needs and effectively closing the sale. This has been the most rewarding and financially beneficial real estate transaction experience that we’ve ever had… by far. Highly recommended option for those in the market.",2021-06-24,5
Clever Real Estate,"We are so happy we found Clever! We saved money selling our home and received full-service from our amazing realtor. It almost seems to good to be true, but it really is an amazing deal and experience.",2021-06-24,5
Clever Real Estate,Coletta Payne did a fantastic job in assisting me with selling my home. She was very professional in every aspect of the process and was very responsive to my requests.  She gave great advice in setting my home up for the sale.  I give her my strongest possible recommendation as a relator.,2021-06-24,5
Clever Real Estate,I had a great experience using Clever and saved a bunch of money on commissions. I highly recommend Clever.,2021-06-24,5
Clever Real Estate,,2021-06-23,5
Clever Real Estate,"Debbie was enthusiastic, answered questions very promptly, and helped me sell my property quickly.",2021-06-23,5
Clever Real Estate,Both realtors recommended by Clever were top notch.  The realtor I used explained everything in detail. I had multiple offers for my property and she helped me decide which one was best.,2021-06-23,5
Clever Real Estate,Silvia Beham is a superb Realtor  and a wonderful person. She worked above and beyond to get us a quick sale at the highest price. We live out of town  and Silvia made the process as easy as possible!,2021-06-23,5
Clever Real Estate,Clever put me in touch with a great Real Estate agent.  Thanks Clever.,2021-06-23,4
Clever Real Estate,"We found Fatemah through Clever. We got the best commission for the best quality service. The offer that we accepted was $250,000 over the listing price. We were able to close in less than 40 days. Thank you so much Fatemah and Reena!",2021-06-23,5
Clever Real Estate,Clever helped find the most professional realtor and his team! Great experience and they brought back the value of ethics to the table!! Thank you!!,2021-06-23,5
Clever Real Estate,"I have bought and sold a few houses in my life so I was looking for a better way to keep more of my hard-earned equity.  Came across Clever on a google search, read the reviews then tried them out,  Very quick response and I thought here we go the hard sell, I had about three top-notch real estate professions call with in the first 20 minute. I was out of State, setting a new home wife at home.  We picked the best realtor, top of the game.no push to sell, explained everything and their game plan and the professionals the work with them,  1% or $3,000 for seller agent and 2.5 % for the buyer's agent, Save more than just money save time working with professionals. Definitely recommend Clever.",2021-06-23,5
Clever Real Estate,"Great experience with Clever!Our agent (Chelsea) was friendly, highly competent and experienced, and VERY efficient in moving us forward through the process. The communication was always timely, succinct, and relevant to specific objectives throughout the process. We appreciated her guidance and sincere effort to ensure that we were the ones making the final decisions. She worked quickly and deliberately to close the sale, and we are SO glad that Clever was our go to option!Thanks again for a great experience!",2021-06-22,5
Clever Real Estate,Our realtor Bill Sladek was the ultimate professional. He kept us abreast of the daily ins and outs while we awaited settlement. Bill did a fantastic job and we were truly fortunate to have had him as our realtor. A huge thanks to Bill!,2021-06-22,5
Clever Real Estate,"The realtor was responsive and helpful, and she did a great job. We had 15 offers, some of them very appealing. The winning offer was 8% above asking price with great terms. We were able to stay in our home over a week rent-free after closing. We recommend Clever Realty to others.",2021-06-22,5
Clever Real Estate,Clever’s assigned agent was just fantastic.I saved over 18k with the reduced agent fees plus the agent got us over asking price.This is a no brainer!,2021-06-22,5
Clever Real Estate,"We interviewed two Clever agents, both were excellent.  We choose Thor Sorenson to handle our sale and he was outstanding.  I have told several, who are thinking about selling their home, to check out Clever.  When we first read about Clever and the 1% for the listing agent we thought there must be a catch, this is too good to be true.  It was very nice to find out there was no catch and 1% was the listing agent's commission.",2021-06-21,5
Clever Real Estate,"It was a great experience, super easy and quick.",2021-06-21,5
Clever Real Estate,"I was given the contact for two realtors to discuss the sale of my home. They both viewed the home in person and gave me a very good assessment of things to be done and the possible sales price. Both were excellent and very well qualified. I chose the first one who had called first and the listings, consultations, truth in housing inspection, and closing went off perfectly. I was given notice of every showing and could refuse if not convenient. 5 stars to this company!",2021-06-21,5
Clever Real Estate,"Great experience using Clever.  Agent referred was top-notch & got our house sold the first day for well above our expectations.  Would use Clever again -- in fact we are using again both to buy our new home, and to sell an investment property!",2021-06-21,5
Clever Real Estate,Great quick pairing with agent in my area. Home was listed and sold within a very short time frame.Saved some money as well.,2021-06-21,5
Clever Real Estate,Our agent Coletta Payne was fantastic.  We couldn't have asked for a better agent.  Thank you for recommending her.  Closed on the condo 17 days after putting on the market for full asking price.,2021-06-21,5
Clever Real Estate,"From the moment we contacted our agent Oliver Evans to sell our condo, we were treated with fairness, equity and he has earned our trust fully.  He out performed any real estate agent, having once before having our home for sale.  He offered a few simple suggestions to show our home better and we wish him the best in all of his endeavors.",2021-06-19,5
Clever Real Estate,We were paired with a local agent Theresa Cook and she exceeded our expectations!! Highly recommend Theresa! Highly recommend Clever for saving me money!,2021-06-18,5
Clever Real Estate,"Clever linked me up with an outstanding agent. Sold my house in 3 days well above asking price. I saved $8K in agent fees! Easy to set up, easy to work with, great service!",2021-06-18,5
Clever Real Estate,"good, very happy. they did a great job",2021-06-18,5
Clever Real Estate,vince stonsifer did everything right and this was with the buyer making everything difficult.,2021-06-18,5
Clever Real Estate,It is a sellers market and the house sold in 4 days.  Brigette Jones was very professional and helpful during the whole process.  I would use this again in the future if I needed to sell a home and didn't want to pay 4-6% in sales commissions.,2021-06-18,5
Clever Real Estate,"I was skeptical of using Clever, but it was a great experience. I had two realtors contact me, and I selected one of them.  Everything was done as advertised, and there were no surprises. The realtor was outstanding.",2021-06-18,5
Clever Real Estate,"I have to admit- I was a bit skeptical when I made my initial inquiry at Clever. I mean, this isn’t how we all know traditional real estate to be, right? We interviewed four different real estate agents to list the house via “traditional” methods. They were all local and seemed eager to help, but they were all money hungry with the market.  Clever was very quick to respond to our inquiry and paired us up with an agent that was nothing short of amazing. I don’t know if this is normal, but our agent had everything ready at lightning quick speed and we were in awe. Her communication, her ideas, and her plans were all solid and she very clearly communicated everything with us. The house was listed and we received multiple offers- allover asking. I don’t think a smaller, less experienced real estate agent could have done as well as our Clever agent.",2021-06-17,5
Clever Real Estate,I was very happy with the service provided by my realtor. Our house sold fast and the deal was relatively smooth.,2021-06-17,5
Clever Real Estate,We saved nearly $20K using Clever. Property sold very quickly and we had an excellent experience. Would totally use again!,2021-06-17,5
Clever Real Estate,My realtor Scott Woolfolk was the best! A consummate professional!!! He walked me all the way through the whole process!! I couldn’t have asked to be teamed up with a better professional.,2021-06-16,5
Clever Real Estate,"I had a fabulous full service, experienced agent help me sell my home. I’m pleased with his work, his advise, and the outcome.",2021-06-16,5
Clever Real Estate,Top agent was referred to us and helped us to list our home at the right price and sell our home in days above asking to highly qualified buyers.,2021-06-16,5
Clever Real Estate,The process was surprisingly easy and in the end translated into a successful sale and closing process. I had my choice of two very competent realtors - which in all truth was the most difficult part of the process ... choosing between them.,2021-06-16,5
Clever Real Estate,"Diane was amazing, so glad I reached out to this company.",2021-06-15,5
Clever Real Estate,Great Team!  Thank you for recommending a great real estate agent.,2021-06-15,5
Clever Real Estate,Clever Real Estate is an amazing platform. I was able to find the absolute best Realtor in Lily Moore not to mention monies we saved by utilizing the platform. If anyone wants to save money and find the top performing Realtor (Lily Moore) look no further.,2021-06-15,5
Clever Real Estate,My experience with Clever and the agent they provided me has been extremely positive.,2021-06-15,5
Clever Real Estate,"It was great.  I put an extra $16,000.00 in my pocket, and gave the agent a referral from a friend to list her house as well.  Win/win",2021-06-15,5
Clever Real Estate,"Clever introduced me to ReMax Platinum realtors Christopher Bergmans and his associate Vicki Larmee.  The team was extremely helpful to me with their knowledge, patience, honesty and professionalism.",2021-06-14,5
Clever Real Estate,We LOVED Kathryn Zangrilli!  Best realtor EVER EVER!  Knowledgeable professional and gets the sake DONE!!,2021-06-14,5
Clever Real Estate,The process was very easy and we were provided with a top-notch real estate expert in our area who helped us sell our home very quickly!,2021-06-14,5
Clever Real Estate,My agent is very professional and thorough. If I encounter a problem he comes up with a solution immediately.,2021-06-14,5
Clever Real Estate,"Soon after I contacted Cleaver a local real estate agent contacted me.  Although it was still six months before I wanted to put my house on the market he visited me and gave me full details of his operation, including 1% for his half of the real estate equation. He also gave me some good advice on getting the house ready to sell.  He contacted me again when it was my desire to sell and we set the date to begin.  The house sold the first day on the market at considerably more than asking price.  Inspections and closing was handled in an exceptional manner.  Best of all, I saved over $7,000,00 in realtors fees, but lost nothing in services provided.  I would recommend Clever to anyone...in fact I already have recommend them to several friends.",2021-06-14,5
Clever Real Estate,Coletta is amazing. Made everything easy and simple for us. Will always be going through with her and Clever.,2021-06-14,5
Clever Real Estate,,2021-06-14,5
Clever Real Estate,Samantha was the best!  She kept me informed throughout the entire process.I would definitely recommend her to anyone selling a home.She stood behind what I wanted and didn't back down.She was a pleasure to work with.,2021-06-14,5
Clever Real Estate,"I was so happy and so pleased with the Clever Realty group! They were very professional, patient, totally worked with my schedule and took care of the process in my best interest the entire time!! I recommend this group to everyone!!! Do yourself a favor and hire this group/team - don’t hesitate they are the right call to make!! I’m a very hard person to please and they never let me down not for one second!!",2021-06-14,5
Clever Real Estate,"Saved Thousands, quick, easy and great service.",2021-06-13,5
Clever Real Estate,"Realtor was responsive, thorough and did a great job attending to all the details.  We saved a significant amount of money with the lower fee.",2021-06-12,5
Clever Real Estate,AWESOME!!! AAA ALL THE WAY!!! CLEVER IS THE BEST. HANDS DOWN. SECOND TO NONE!!!,2021-06-11,5
Clever Real Estate,"This service was easy to use, and I received calls from professional and qualified Realtors. I selected one who sold my home for the value I was expecting. I was surprised how much work she did for the reduced price, so this was well worth the experience.",2021-06-11,5
Clever Real Estate,"I was looking for a lower cost (i.e. realtor commission fees) to sell my house as I just did not believe, in today's market, that 5%-6% was/is justified.So I signed up for the Clever service & was immediately sent details or several local realtor who clearly stated their fees up front. This made it so much easier to select a few of those I wanted to engage with.The realtor I ended up choosing (1% fee plus I decided to off a max of 2% to buyers agent), did not skimp on service & in my opinion delivered as much value if I had blindly gone the traditional 5%-6% route that most of the other realtors I hde interviewed were ""offering"".Overall, it was a very pleasant, non-pressure & smooth process & experience.",2021-06-11,5
Clever Real Estate,This program is great and provided my family with the help we needed to sell our house.,2021-06-11,5
Clever Real Estate,"Our Realtor, Bob Hoff, was great. He communicated, got us a great price, covered all those details that can be problematic and made the whole process trouble free.He gets our highest recommendation.",2021-06-11,5
Clever Real Estate,Service provided great follow up and got us in contact with a great real estate agent. Thank you!,2021-06-10,5
Clever Real Estate,The realtor I was assigned did a very good job. He was knowledgeable and an effective negotiator. It was well worth using Clever to sell my house.,2021-06-10,5
Clever Real Estate,"The Clever experience was a huge savings for us! The realtor we got from their list of candidates was fantastic. Being a highly conservative person, I was a bit skeptical but the process made sense and it works. We didn't want to be forced to settle for the traditional 6% (3% buyer + 3% seller) realtor's fee and we beat that by a lot! You get all the realtor's services and the perspective buyers have no clue that Clever is even involved.",2021-06-09,5
Clever Real Estate,Nick did a great job helping us put our home on the market. We received a full price offer and everything was smooth. Thanks Nick.,2021-06-08,5
Clever Real Estate,"After contacting Clever they referred Samantha, whom I thought would get our home sold.  They listed it at $59,900 and it went down from there.  The final price was listed at $48,500.  The agent only showed the house once her self the rest of the time it was other agents from other companies.  I offered advice on listing with Facebook and was told she had it under control.  Our house did not sell and I feel the agent really did not try hard enough as our home wouldn't have given her a high enough commission. Recommend Clever? Never!",2021-06-08,1
Clever Real Estate,"Worked out great. Got hooked up with a good real estate agent and it worked out good. Clever did refer me to several agents, and I didnt like all of them... so you should interview all clever prefers to u to see who u are most compatible with...",2021-06-07,5
Clever Real Estate,Fantastic service by a top notch realtor. Can't say anything bad about the experience.,2021-06-07,5
Clever Real Estate,Takeisha @ NXT Realty was Awesome!  Thanks for getting our property sold quick and easy.  Was a pleasure to deal with.J,2021-06-06,5
Clever Real Estate,"Clever is a great way to save on commissions. Clever gave me two realtors to choose from. These are NOT discount realtors, I sold my house in three days!Very happy with the service and would use again.",2021-06-03,5
Clever Real Estate,This was a great experience for us and a terrific value. We saved a lot of money in real estate commissions by using the Clever Real Estate service. They provided us with 3 qualified real estate agents to choose from. Each agent responded promptly and was professional and experienced. The agent we selected was wonderful to work with and our house sold quickly and for top dollar. I couldn't be happier with using their service and would highly recommend using Clever Real Estate to anyone looking to sell their home.,2021-06-03,5
Clever Real Estate,Top quality service that save home sellers thousands of dollars.,2021-06-02,5
Clever Real Estate,Best experience with half the price.  My team are highly recommended.,2021-06-02,5
Clever Real Estate,"Selling our home with Jon Granlund was easy and hassle-free.  Jon is very professional, explains the process and is responsive.  I appreciate his expertise and knowledge of the market.  I would definitely recommend Jon to others!",2021-06-01,5
Clever Real Estate,We were treated in a very professional manner by a veteran pro!  We had the buyer from H—— but Bill never flinched;  he talked us off the roof more than once.  We highly recommend him!,2021-06-01,5
Clever Real Estate,I could not have been any happier.,2021-06-01,5
Clever Real Estate,"Great experience, sold house Fast and pain free.  Jill was a great agent.",2021-06-01,5
Clever Real Estate,Contacted Clever and was set up with a fully licensed realtor the same day. And from that time on the realtor took over and was excellent in everything that he did. Clever merrily set me up with an agent and that was it. No problems whatsoever and the agent explained everything about the discounted rate and it worked out really well,2021-06-01,5
Clever Real Estate,"This was incredibly easy and working with a local realtor really helped! Brandon was amazing to work with and, of course, paying such a low fee worked really well for our family. I highly recommend working with Brandon through Clever if possible.",2021-06-01,5
Clever Real Estate,Clever hooked me up with an awesome realtor. My home sale went smoothly apart from the odd hiccups one would expect.,2021-06-01,5
Clever Real Estate,Saved me thousands and sold my property in 48 hours,2021-05-31,5
Clever Real Estate,The Agent we had was very efficient and informative Would definitely choose her again if needed in the future.,2021-05-31,5
Clever Real Estate,Great service . Match with a great Raltor,2021-05-28,5
Clever Real Estate,Easiest process I've ever dealt with.  One phone call and they put me in touch with 2 agents that would accept my terms.  The agent I selected was fantastic all the way through from start to finish.,2021-05-28,5
Clever Real Estate,Easy to get the agent. She was professional & great to work with,2021-05-28,5
Clever Real Estate,Use Clever. You and your bank account will be glad you did!,2021-05-27,5
Clever Real Estate,"We were matched up with a Clever realtor and was contacted by her immediately, She came to evaluate our home and put it on the market and was sold within days. The relator agrees to work at a flat rate of $3000 dollars. We saved $8000 dollars in relator fees!",2021-05-27,5
Clever Real Estate,"We were hitting dead ends with trying to go the traditional route in finding a realtor to sell our family home. After lots of research we came across Clever, was a bit skeptical at first but after corresponding with reps via email and text we started to feel at ease. Two sets of realtors were recommended to us. We spoke to both, met with one and our family liked him off the bat. Decided to use that agent as he was very respectable, knowledgable and polite. Everything that he promised he’d do, he did. He kept in touch every step of the way and followed up on everything. It was such an ease getting set up with an agent. Definitely took the hassle and worry away from us.",2021-05-26,5
Clever Real Estate,"JC Young did a fantastic job from start to end in the sale of our property. She helped us set a good asking price, listed the house very attractively and helped us get a great offer well above asking. We could not have asked for more. Great job, JC. Thanks!",2021-05-26,5
Clever Real Estate,"We had the pleasure to have John Johnson be our realtor.  He went way beyond our expectations.   Very well educated, well manner and always keeping us up to date as to how the sale of our home in Bogota, NJ.He would also take us to see homes that we wanted to see - he didnot spend his or our time just going from place to place.  He was always answering our questions, put up with us, our children and grandkids with any questions they also had.  He is wonderful person and he should be acknowledge for his work as a realtor - he is a keeper and we hope you realize what an asset he is to your firm.",2021-05-25,5
Clever Real Estate,My experience with clever was great I was able to work with a top real estate agent Victoria which helped us through the whole process couldn’t be more satisfied!,2021-05-25,5
Clever Real Estate,"I was very pleased from start to finish in this transaction, Kendahl McIntyre our listing agent was great in guiding me through the selling process, She is very professional and knowledgeable about the Raleigh market, she helped me navigate over a couple of ""speed bumps"" to an easy closing. Bottom line .....YES i would Clever and Kendahl again, Highly recommended!!Ron Cousino",2021-05-25,5
Clever Real Estate,"Mike Warren was the best real estate agent I have ever had.  He was professional, attentive and very through.  I recommend him highly.",2021-05-25,5
Clever Real Estate,"I received 2 very quick referrals from Clever. Jeff did a great job representing us. We had been represented by a 'full service' broker but the property didn't sell, not his fault (the market was awful) but when I asked for a discount before re-listing, he refused. Glad he did, we saved quite a bit of money.",2021-05-24,5
Clever Real Estate,Our realtor was top notch and the price was right!,2021-05-24,5
Clever Real Estate,"Excellent experience! I didn't know what to expect and honestly thought there would be a catch or sell my info and start getting Spam/phone calls from other services but None of that happened. I was matched with a couple realtors in my area to ""interview"" they both were prompt and sent me their background and experience/profile. I was able to pick with confidence the first one I met. Clever checked in on me along the way to make sure I was being taken care of or if I needed any assistance with anything. Really once you make the connection with Agent, the agent works for you and Clever is just there for support or to resolve any issues. I didn't have any and would Highly recommend. Agent I picked was great even in this HOT busy market. I was given the time I needed and all questions were answered and very knowledgeable on the market and Price. List price was within 3k of appraisal. Listed quickly and First full day on market had 12 showings with multiple offers. Will definitely use again.",2021-05-24,5
Clever Real Estate,,2021-05-24,5
Clever Real Estate,Nathan was very honest and communicated well throughout the entire process. Would definitely recommend him.,2021-05-24,5
Clever Real Estate,Saved $ on sale of my home. Thank you!,2021-05-22,5
Clever Real Estate,"Could not have asked for a better selling experience!  Clever hooked us up with Stephanie Caddo at Realty One Group; man, did that girl hustle!  Sold in 4 days with multiple offers above asking.  Well done!",2021-05-21,5
Clever Real Estate,"The agent I trusted who helped us to buy our house was unable to help us sell. I didn't know where to turn and was already stressed for our big move coming up. I found Clever on an internet search, signed up, and under 30 minutes later was talking to an experienced agent that sold our house for us for less commission than we would have paid. It was a great experience.",2021-05-20,5
Clever Real Estate,"Mike McCarthy did a bang up job with both the logistics of the transaction but also holding my hand during what turned out to be a most difficult process caused by aggressive HOA expectations and discovered title errors, both of which would ordinarily have run the buyer off. Mike did a great job talking with the buyer’s agent to keep them upraised and onboard.",2021-05-20,5
Clever Real Estate,Had a great experience using Clever. Our agents were amazing.  Would definitely recommend.,2021-05-20,5
Clever Real Estate,"Very quick answer. I was afraid that realtor would not give my house much attention due to low commissions but I was completely wrong. He was the best, most professional, attentive, and quick to respond realtor I’ve ever dealt with and I’ve bought and sold many houses. I’m incredibly impressed and would highly recommend clever to anyone!!!",2021-05-20,5
Clever Real Estate,"The agent assigned to my internet inquiry was a treasure.  He was professional, knowledgeable about the area of the home, aggressive in getting the home on the market, and ALWAYS returned my phone calls, texts, and emails.  He was always respectful of my requests and tolerated a lot of communication with grace.",2021-05-20,5
Clever Real Estate,Had a great experience with Clever. Mike Russell went above and beyond and dealt with all sorts of curveballs and handled them like a pro.,2021-05-20,5
Clever Real Estate,,2021-05-19,5
Clever Real Estate,"The agent the Clever assigned (Cristina Garcia for Yorktown, VA) was amazing. Easy to work with, gave us all the options we can have. She was quick in responding back to our messages, and was considering our best interest all the time.",2021-05-18,5
Clever Real Estate,Erika was great. The service we received was the same or better than a full service higher commission transaction would have been.,2021-05-17,5
Clever Real Estate,"We are very satisfied with the excellent service provided by our Clever realtor! She really put her experience to work for us, communicated with us often to keep us informed and share her advice, and her friendly demeanor put us at ease throughout the process!",2021-05-16,5
Clever Real Estate,Loved it. I highly recommend,2021-05-13,5
Clever Real Estate,The Clever referral process led us to a high quality agent who was excellent to work with!,2021-05-13,5
Clever Real Estate,"I am glad that I chose Team Blue at ValueNation to be my Realtors.  They all worked together as a team to make sure that selling my Home was as seamless as possible.  I know that they had plenty of other clients, but I never once felt like they weren’t making time for me, or that they were too busy.  They gave me top tier service at a very fair fee.  I would absolutely use them again in the future.",2021-05-13,5
Clever Real Estate,Worked well and saved lots of $ in commission costs. Would recommend to others for sure!,2021-05-13,5
Clever Real Estate,Cleaver promptly set appointment up with 2 realtors.  We used the one that best fit our needs.  He was knowledgeable and very efficient.  We saved about 1 1/2 in Realator Fees !!!,2021-05-13,5
Clever Real Estate,"Tesla Tankersley was absolutely fantastic. She is extremely knowledgeable,  very personable, and honest. She does not pressure you, but she is very timely and gets things done quickly. We were concerned that by using Clever we might be losing out on certain resources, but I can honestly say that Tesla was the best!",2021-05-12,5
